familia,especie,categoria_listaroja,temperatura_promedio_anual,precipitacion_promedio_anual
Moraceae,Ficus costaricana,Least Concern,23.362943249109506,202.2287234042553
Moraceae,Ficus crassiuscula,Least Concern,21.146511625565918,210.6815245478036
Moraceae,Ficus crassivenosa,,,
Moraceae,Ficus crocata,Least Concern,24.26677953847106,142.96896162528216
Moraceae,Ficus donnell-smithii,Least Concern,25.451018525935986,222.7324074074074
Moraceae,Ficus hartwegii,,,
Moraceae,Ficus insipida,,,
Moraceae,Ficus macbridei,Least Concern,21.645991156799624,234.89709595959596
Moraceae,Ficus maxima,Least Concern,24.557513424867317,180.16978327579594
Moraceae,Ficus nymphaeifolia,Least Concern,25.169750250078486,207.07517838939856
Moraceae,Ficus obtusifolia,Least Concern,23.976046240814675,152.98887913374304
Moraceae,Ficus pertusa,Least Concern,23.375599350781965,148.18614568925773
Moraceae,Ficus tonduzii,Least Concern,22.007842527820532,198.25869120654397
Moraceae,Ficus trachelosyce,Near Threatened,23.665277832084232,202.32986111111111
Moraceae,Ficus tuerckheimii,,,
Moraceae,Ficus velutina,Least Concern,19.978283894179903,123.5667372881356
Moraceae,Ficus yoponensis,Least Concern,23.835753817446168,202.7994467496542
Rhamnaceae,Frangula capreifolia,Least Concern,18.3144160530863,128.6359489051095
Rhamnaceae,Frangula oreodendron,Least Concern,12.427250015735627,213.2425
Rhamnaceae,Frangula pendula,Least Concern,18.826492569932892,232.41666666666666
Pentaphylaceae,Freziera grisebachii,TO BE ASSESSED,,
Clusiaceae,Garcinia intermedia,Least Concern,23.739550530519384,197.3986220472441
Clusiaceae,Garcinia macrophylla,,,
Clusiaceae,Garcinia madruno,Least Concern,24.86998226072075,199.56087824351297
Clusiaceae,Garcinia magnifolia,Least Concern,24.820792083299594,311.19884488448844
Rubiaceae,Genipa americana,Least Concern,25.008556867454857,168.39997920565605
Chrysobalanaceae,Geobalanus riverae,Vulnerable,22.303993066151936,174.56076388888889
Arecaceae,Geonoma edulis,,,
Arecaceae,Geonoma interrupta,Least Concern,23.88871896351483,222.27216312056737
Euphorbiaceae,Gitara nicaraguensis,Least Concern,24.732964333279693,221.39544895448955
Fabaceae,Gliricidia sepium,Least Concern,24.652987203760812,125.3092697961119
Violaceae,Gloeospermum boreale,Least Concern,25.599549534084563,276.9099099099099
Lamiaceae,Gmelina arborea,,,
Bignoniaceae,Godmania aesculifolia,Least Concern,25.17012409521333,143.95159574468084
Malvaceae,Goethalsia meiantha,Least Concern,25.47329190157462,260.17287784679087
Theaceae,Gordonia brenesii,Least Concern,22.38122896714644,211.79040404040404
Melastomataceae,Graffenrieda galeottii,Least Concern,23.06271185780649,248.57944915254237
Proteaceae,Grevillea robusta,,,
Lecythidaceae,Grias cauliflora,Least Concern,25.455145407043048,254.20917225950782
Nyctaginaceae,Guapira costaricana,Least Concern,24.38968427800922,207.06057268722466
Meliaceae,Guarea bullata,Least Concern,24.830327471679954,274.90102639296185
Meliaceae,Guarea chiricana,Least Concern,24.404166674373126,257.68308080808083
Meliaceae,Guarea excelsa,,,
Meliaceae,Guarea gentryi,Least Concern,24.662429348897124,291.2994350282486
Meliaceae,Guarea guidonia,Least Concern,23.678920808200015,155.85507246376812
Meliaceae,Guarea hoffmanniana,Least Concern,24.088293648270703,269.18187830687833
Meliaceae,Guarea kegelii,,,
Meliaceae,Guarea kunthiana,Least Concern,22.619424459230984,177.37448441247003
Meliaceae,Guarea microcarpa,,,
Meliaceae,Guarea pterorhachis,Least Concern,24.635281932887747,233.95315091210614
Meliaceae,Guarea pyriformis,Near Threatened,25.02419348173244,273.21774193548384
Meliaceae,Guarea rhopalocarpa,Least Concern,22.979819637032882,278.3812189054726
Meliaceae,Guarea talamancana,Critically Endangered,26.108333587646484,270.8333333333333
Meliaceae,Guarea tonduzii,Least Concern,23.336324797736275,223.97008547008548
Annonaceae,Guatteria aeruginosa,Least Concern,24.795698907640244,287.410394265233
Annonaceae,Guatteria amplifolia,Least Concern,24.65601266754998,248.00087904360058
Annonaceae,Guatteria chiriquiensis,Least Concern,24.61121790837019,250.81089743589743
Annonaceae,Guatteria costaricensis,Least Concern,20.86716669400533,256.325
Annonaceae,Guatteria dolichopoda,Least Concern,21.9548209399888,224.7582644628099
Annonaceae,Guatteria lucens,Least Concern,25.47645834684372,242.86458333333334
Annonaceae,Guatteria oliviformis,Least Concern,18.142328044094107,244.92328042328043
Annonaceae,Guatteria talamancana,Endangered,16.77142854720827,217.17460317460316
Annonaceae,Guatteria tenera,Data Deficient,,
Annonaceae,Guatteria ucayalina,Least Concern,24.247271381882673,225.26794493608654
Annonaceae,Guatteria verrucosa,Least Concern,19.741666659160895,238.18287037037038
Malvaceae,Guazuma invira,,,
Malvaceae,Guazuma ulmifolia,Least Concern,24.798867741788644,122.4560688405797
Rubiaceae,Guettarda foliacea,Least Concern,24.69344510683199,242.2586382113821
Rubiaceae,Guettarda macrosperma,Least Concern,23.937895113366775,161.1264367816092
Rubiaceae,Guettarda sanblasensis,Least Concern,24.677747220783445,228.48626373626374
Lecythidaceae,Gustavia brachycarpa,Near Threatened,25.128735586144458,247.94971264367817
Celastraceae,Gyminda tonduzii,Least Concern,19.06325582903485,169.6918604651163
Euphorbiaceae,Gymnanthes riparia,Least Concern,22.041922108880403,195.30459770114942
Hernandiaceae,Gyrocarpus jatrophifolius,Least Concern,24.105654760840395,100.44977678571429
Fabaceae,Haematoxylum brasiletto,Least Concern,24.826208453103973,82.75037764350454
Rubiaceae,Hamelia axillaris,,,
Malvaceae,Hampea appendiculata,Least Concern,22.80606668281555,250.45555555555555
Malvaceae,Hampea platanifolia,Least Concern,24.55348259062316,215.8097014925373
Bignoniaceae,Handroanthus chrysanthus,Vulnerable,24.366583679527604,141.87671882408725
Bignoniaceae,Handroanthus impetiginosus,Near Threatened,24.01190138445309,100.22629174543164
Bignoniaceae,Handroanthus ochraceus,Least Concern,23.310090462532653,127.40466249130132
Salicaceae,Hasseltia allenii,Least Concern,25.024621219346017,230.42424242424244
Salicaceae,Hasseltia floribunda,Least Concern,24.446187358471303,211.69725853304286
Salicaceae,Hasseltia guatemalensis,Least Concern,20.13873878094527,217.9938063063063
Salicaceae,Hasseltiopsis dioica,Near Threatened,19.981490445442688,174.66506410256412
Onagraceae,Hauya elegans,Least Concern,21.932476625078564,120.19119937694704
Chloranthaceae,Hedyosmum bonplandianum,Least Concern,19.99109814468078,220.52797725912626
Chloranthaceae,Hedyosmum goudotianum,Least Concern,15.404715212675926,183.5343137254902
Chloranthaceae,Hedyosmum scaberrimum,Least Concern,24.12556305303946,290.43355855855856
Olacaceae,Heisteria acuminata,Least Concern,24.77327478639953,224.02289836888332
Olacaceae,Heisteria concinna,Least Concern,25.007342323526604,241.23063063063063
Olacaceae,Heisteria macrophylla,Least Concern - submitted,,
Moraceae,Helicostylis tovarensis,Least Concern,19.816856610376423,178.1589412360689
Malvaceae,Heliocarpus americanus,Least Concern,21.462771297363552,152.9514468558709
Malvaceae,Heliocarpus appendiculatus,Least Concern,22.947153467156312,193.496699669967
Melastomataceae,Henriettea fascicularis,Least Concern,24.944273505659186,213.3982905982906
Melastomataceae,Henriettea succosa,Least Concern,24.666743399103115,180.73925721301413
Melastomataceae,Henriettella odorata,,,
Melastomataceae,Henriettella tuberculosa,,,
Hernandiaceae,Hernandia didymantha,Least Concern,24.489115644744736,272.8718820861678
Hernandiaceae,Hernandia stenura,Least Concern,23.411964279129393,241.10714285714286
Euphorbiaceae,Hevea brasiliensis,,25.67759902406447,177.27227722772278
Euphorbiaceae,Hieronyma alchorneoides,Least Concern,24.115534057186892,206.50709023941067
Euphorbiaceae,Hieronyma oblonga,Least Concern,21.534419403220493,219.31049533089728
Rubiaceae,Hippotis panamensis,Least Concern,24.491825402729095,280.8198412698413
Chrysobalanaceae,Hirtella americana,Least Concern,25.30266992058183,190.29854368932038
Chrysobalanaceae,Hirtella lemsii,Least Concern,25.21342096161424,277.42280701754385
Chrysobalanaceae,Hirtella media,,,
Chrysobalanaceae,Hirtella racemosa,Least Concern,25.451700836577448,176.60636067101584
Chrysobalanaceae,Hirtella triandra,Least Concern,24.348895351831302,189.17936046511628
Simarubaceae,Homalolepis cedron,Least Concern,25.701093678921108,188.41274369947695
Malvaceae,Huberodendron allenii,Endangered,25.6951389114062,281.1041666666667
Tapisciaceae,Huertea sp.,,,
Humiriaceae,Humiriastrum diguense,Least Concern,24.067559526080178,266.3452380952381
Euphorbiaceae,Hura crepitans,Least Concern,26.209501551690504,156.85280373831776
Fabaceae,Hymenaea courbaril,Least Concern,25.23488219239695,226.17553377668884
Fabaceae,Hymenolobium mesoamericanum,Least Concern,25.23248588971499,254.44632768361583
Chrysobalanaceae,Hymenopus arachicarpus,,,
Chrysobalanaceae,Hymenopus costaricensis,Endangered,24.795833269755047,264.875
Chrysobalanaceae,Hymenopus operculipetalus,Near Threatened,25.112857078370595,226.24761904761905
Menispermaceae,Hyperbaena leptobotryosa,Least Concern,24.38649423437557,269.51005747126436
Menispermaceae,Hyperbaena tonduzii,Least Concern,24.717460292483132,158.76349206349207
Aquifoliaceae,Ilex fortunensis,,,
Aquifoliaceae,Ilex lamprophylla,Least Concern,17.612587422757716,218.77505827505829
Aquifoliaceae,Ilex pallida,Least Concern,14.213649427753756,200.75
Fabaceae,Inga acrocephala,Least Concern,24.366987191713772,232.97115384615384
Fabaceae,Inga acuminata,Least Concern,23.45297617855526,195.29166666666666
Fabaceae,Inga alba,Least Concern,25.102083359824288,201.96666666666667
Fabaceae,Inga barbourii,Least Concern,23.536458363135655,234.78645833333334
Fabaceae,Inga bella,Near Threatened,25.765238085247223,275.48333333333335
Fabaceae,Inga capitata,Least Concern,24.440589075801018,185.07112068965517
Fabaceae,Inga chocoensis,Least Concern,23.76969699606751,237.8409090909091
Fabaceae,Inga ciliata,Least Concern,23.472222198674707,251.60802469135803
Fabaceae,Inga cocleensis,Least Concern,25.02386364069852,236.46212121212122
Fabaceae,Inga coruscans,Least Concern,24.650925936522306,230.08024691358025
Fabaceae,Inga cotobrusensis,,,
Fabaceae,Inga densiflora,Least Concern,22.297463034670198,208.14801747311827
Fabaceae,Inga edulis,,24.439219578233345,197.9160052910053
Fabaceae,Inga herrerae,Endangered,22.1064102099492,188.01282051282053
Fabaceae,Inga jimenezii,Vulnerable,24.365765752019108,239.38513513513513
Fabaceae,Inga jinicuil,,,
Fabaceae,Inga laevigata,,,
Fabaceae,Inga latipes,Vulnerable,21.547916660706203,252.65104166666666
Fabaceae,Inga leonis,Least Concern,21.0180555317137,268.287037037037
Fabaceae,Inga litoralis,Near Threatened,25.4315971687988,252.30092592592592
Fabaceae,Inga longispica,Least Concern,19.058680501249103,256.14930555555554
Fabaceae,Inga marginata,Least Concern,22.012017249178253,163.03398012748406
Fabaceae,Inga micheliana,,17.97843135805691,197.36274509803923
Fabaceae,Inga mortoniana,Least Concern,20.248958339293797,258.1145833333333
Fabaceae,Inga multijuga,Least Concern,25.008148140377468,214.40740740740742
Fabaceae,Inga nobilis,Least Concern,24.269871778977222,205.73076923076923
Fabaceae,Inga oerstediana,Least Concern,21.91306979024512,189.005698005698
Fabaceae,Inga pezizifera,Least Concern,25.271892706553142,216.6497175141243
Fabaceae,Inga polita,Least Concern,,
Fabaceae,Inga punctata,Least Concern,23.42526349223258,192.23851659587856
Fabaceae,Inga ruiziana,Least Concern,23.888437506059805,240.62916666666666
Fabaceae,Inga samanensis,Least Concern,25.048456798365088,240.21296296296296
Fabaceae,Inga sapindoides,Least Concern,23.930090662547457,208.1493491399349
Fabaceae,Inga sertulifera,Least Concern,25.77488095192682,214.99761904761905
Fabaceae,Inga spectabilis,Least Concern,,
Fabaceae,Inga tenuiloba,Endangered,25.221666685740153,245.48333333333335
Fabaceae,Inga thibaudiana,Least Concern,24.711959283163832,190.37277353689566
Fabaceae,Inga tonduzii,Least Concern,21.695833347801468,275.1837606837607
Fabaceae,Inga umbellifera,Least Concern,,
Fabaceae,Inga venusta,Least Concern,23.750775244808935,275.3139534883721
Fabaceae,Inga vera,Least Concern,23.908499780737607,141.14912280701753
Arecaceae,Iriartea deltoidea,Least Concern,,
Rubiaceae,Isertia haenkeana,Least Concern - to be submitted,,
Rubiaceae,Isertia laevis,Least Concern,23.642662677246022,235.14857237715805
Rubiaceae,Ixora floribunda,Least Concern,25.11749996117183,158.16607142857143
Bignoniaceae,Jacaranda caucana,Least Concern,24.664060361100812,201.67798353909464
Bignoniaceae,Jacaranda copaia,Least Concern,25.39571240195708,208.1481970096746
Caricaceae,Jacaratia dolichaula,Least Concern,23.861762156089146,252.75911458333334
Caricaceae,Jacaratia spinosa,Least Concern,24.171269153783843,205.19874476987448
Rhamnaceae,Karwinskia calderonii,Least Concern,24.510662528545467,115.57108350586611
Annonaceae,Klarobelia stipitata,Vulnerable,25.46467397523963,247.08876811594203
Asteraceae,Koanophyllon hylonomum,,,
Rhamnaceae,Krugiodendron ferreum,Least Concern,24.52884132215498,97.35285474391267
Lacistemaceae,Lacistema aggregatum,Least Concern,24.74499019950697,194.85993860322333
Apocynaceae,Lacmellea panamensis,Least Concern,25.478619679827794,252.11422136422135
Apocynaceae,Lacmellea zamorae,Near Threatened,22.077397280087755,241.4851598173516
Ochnaceae,Lacunaria crenata,Least Concern,24.949244232763824,239.24482895783612
Rubiaceae,Ladenbergia brenesii,Least Concern,18.423842628061035,252.74922839506172
Lythraceae,Lafoensia punicifolia,Least Concern,23.884229937686197,174.1587552742616
Theaceae,Laplacea fructicosa,,,
Asteraceae,Lasianthaea fruticosa,Least Concern,22.76064854506822,130.59662576687117
Fabaceae,Lecointea amazonica,Least Concern,25.386426129291966,221.89690721649484
Lecythidaceae,Lecythis ampla,Least Concern,24.80412541128228,267.31188118811883
Lecythidaceae,Lecythis mesophylla,Least Concern,25.544999982913335,240.98645833333333
Chrysobalanaceae,Leptobalanus jefensis,Least Concern,21.610937525828678,265.9166666666667
Fabaceae,Leptolobium panamense,Least Concern,25.529633943165575,180.65459501557632
Chrysobalanaceae,Licania affinis,Least Concern,25.637002428965783,248.10012437810946
Chrysobalanaceae,Licania hypoleuca,Least Concern,25.585013856841556,217.0204435204435
Lauraceae,Licaria brenesii,Endangered,22.10833338101705,286.8833333333333
Lauraceae,Licaria excelsa,Least Concern,22.43608817646983,215.36363636363637
Lauraceae,Licaria misantlae,Least Concern,24.230062715041594,191.64605734767025
Lauraceae,Licaria multinervis,Endangered,22.29791670044263,227.546875
Lauraceae,Licaria nitida,,,
Lauraceae,Licaria sarapiquensis,Near Threatened,24.69696964639606,280.3030303030303
Lauraceae,Licaria triandra,Least Concern,18.867201245421892,109.10896282973621
Verbenaceae,Lippia myriocephala,Least Concern,20.75694444564858,141.39318181818183
Fabaceae,Lonchocarpus acuminatus,Least Concern,23.89005234645091,136.90401396160559
Fabaceae,Lonchocarpus costaricensis,Near Threatened,26.260714272090368,159.4047619047619
Fabaceae,Lonchocarpus felipei,Least Concern,25.86619716295054,160.10915492957747
Fabaceae,Lonchocarpus ferrugineus,Near Threatened,25.04707211846704,285.98873873873873
Fabaceae,Lonchocarpus guatemalensis,Least Concern,25.12695035229468,133.9450354609929
Fabaceae,Lonchocarpus haberi,Endangered,21.020726513658833,210.28418803418802
Fabaceae,Lonchocarpus hedyosmus,Least Concern,25.808166694641113,175.87833333333333
Fabaceae,Lonchocarpus heptaphyllus,Least Concern,25.19126503343084,215.91340361445782
Fabaceae,Lonchocarpus lanceolatus,Least Concern,25.221253500265234,83.6421568627451
Fabaceae,Lonchocarpus macrophyllus,Least Concern,24.868556720694315,233.28608247422682
Fabaceae,Lonchocarpus minimiflorus,Least Concern,24.491968430295074,142.93500464252554
Fabaceae,Lonchocarpus monteviridis,Vulnerable,20.114722225401138,241.04166666666669
Fabaceae,Lonchocarpus oliganthus,Least Concern,23.108430788066187,250.14327485380116
Fabaceae,Lonchocarpus parviflorus,Least Concern,25.431420777013393,152.37568306010928
Fabaceae,Lonchocarpus phaseolifolius,Least Concern,25.824741191745545,139.05848861283644
Fabaceae,Lonchocarpus retifer,Least Concern,23.403954815729865,144.01694915254237
Fabaceae,Lonchocarpus rugosus,Least Concern,24.89479345120853,126.48443775100402
Fabaceae,Lonchocarpus salvadorensis,Least Concern,23.588141002104834,164.57628205128205
Fabaceae,Lonchocarpus schiedeanus,Least Concern - submitted,,
Fabaceae,Lonchocarpus sericeus,Least Concern,26.38737947421954,101.83879993112947
Lacistemaceae,Lozania mutisiana,Least Concern,19.49257991499008,224.70159817351598
Lacistemaceae,Lozania pittieri,Least Concern,24.55895719128709,264.87076648841355
Malvaceae,Luehea candida,Least Concern,25.067139700285384,112.49605802585936
Malvaceae,Luehea seemannii,Least Concern,25.586999145106994,219.8339727195226
Malvaceae,Luehea speciosa,Least Concern,25.177162286607356,146.88475866537092
Salicaceae,Lunania mexicana,Least Concern,22.80653639152472,221.74191374663073
Fabaceae,Lysiloma auritum,Least Concern,21.886363619364094,125.76693404634581
Fabaceae,Lysiloma divaricatum,Least Concern,23.647953344893963,87.76915353722583
Euphorbiaceae,Mabea excelsa,Least Concern,24.505937478939693,189.31666666666666
Euphorbiaceae,Mabea montana,Least Concern,25.467824110278375,172.06655092592592
Euphorbiaceae,Mabea occidentalis,Least Concern,25.304661633386466,232.28671706263498
Fabaceae,Machaerium biovulatum,Least Concern,24.600909841464905,154.01736972704714
Moraceae,Maclura tinctoria,Least Concern,,
Rubiaceae,Macrocnemum roseum,Least Concern,23.9585637320205,195.2513440860215
Salicaceae,Macrohasseltia macroterantha,Least Concern,21.028654990837587,235.7733918128655
Fabaceae,Macrolobium costaricense,Least Concern,24.744713279081502,269.8216845878136
Fabaceae,Macrolobium hartshornii,Vulnerable,24.29772728139704,293.81060606060606
Magnoliaceae,Magnolia costaricensis,Vulnerable,,
Magnoliaceae,Magnolia gloriensis,Data Deficient,,
Magnoliaceae,Magnolia poasana,Near Threatened,,
Magnoliaceae,Magnolia sororum,Near Threatened,,
Apocynaceae,Malouetia guatemalensis,Least Concern,26.197764224153225,235.48221544715446
Malpighiaceae,Malpighia albiflora,Least Concern,23.839765104671454,251.37052572706935
Arecaceae,Manicaria saccifera,Least Concern - submitted,,
Sapotaceae,Manilkara chicle,Least Concern,24.800328070097397,167.3208661417323
Sapotaceae,Manilkara staminodella,Least Concern,25.058040942364965,252.65204678362574
Sapotaceae,Manilkara zapota,,,
Moraceae,Maquira guianensis,Least Concern,24.875686462392906,240.50798212005108
Chrysobalanaceae,Maranthes panamensis,Least Concern,25.101608178768938,268.1703216374269
Phyllanthaceae,Margaritaria nobilis,Least Concern,24.188824284477136,146.10090439276485
Calophyllaceae,Marila laxiflora,Least Concern,24.346601646279048,232.30644208037825
Calophyllaceae,Marila pluricostata,,,
Fabaceae,Mariosousa centralis,Least Concern,25.17887096507575,125.2731182795699
Fabaceae,Marlimorimia psilostachya,,,
Sapindaceae,Matayba ingifolia,Least Concern,24.17481881984766,272.42391304347825
Sapindaceae,Matayba oppositifolia,Least Concern,23.166596341233717,177.03691983122363
Malvaceae,Matisia cordata,,,
Malvaceae,Matisia obliquifolia,Least Concern,24.09364163898549,275.383429672447
Malvaceae,Matisia ochrocalyx,Least Concern,25.557936524903333,231.16166960611406
Malvaceae,Matisia pacifica,Vulnerable,24.73124998807907,289.8229166666667
Hamamelidaceae,Matudaea trinervia,Least Concern,18.87133334716161,146.04708333333335
Anacardiaceae,Mauria heterophylla,Least Concern,19.350750571952773,165.99538106235565
Achariaceae,Mayna odorata,Least Concern,25.03757396675426,224.90009861932938
Celastraceae,Maytenus guyanensis,Least Concern,25.88076921686148,194.04727564102564
Celastraceae,Maytenus segoviarum,,,
Sabiaceae,Meliosma allenii,Least Concern,24.00951087820357,242.21376811594203
Sabiaceae,Meliosma brenesii,Least Concern,22.363706117136438,261.280701754386
Sabiaceae,Meliosma donnellsmithii,Least Concern,24.811004240288693,286.0352564102564
Sabiaceae,Meliosma glabrata,Least Concern,22.271905789395426,242.44444444444446
Sabiaceae,Meliosma grandiflora,Least Concern,23.280465931020757,244.4247311827957
Sabiaceae,Meliosma idiopoda,Least Concern,19.865412489892115,226.19899665551839
Sabiaceae,Meliosma isthmensis,Vulnerable,24.605769218542637,257.09615384615387
Sabiaceae,Meliosma occidentalis,Least Concern,22.630128213019916,226.33333333333334
Sabiaceae,Meliosma vernicosa,Near Threatened,18.15879628834901,254.5354938271605
Melastomataceae,Meriania phlomoides,Least Concern,17.195253151881545,226.2737341772152
Lauraceae,Mespilodaphne macrophylla,,,
Lauraceae,Mespilodaphne veraguensis,,,
Metteniusaceae,Metteniusa tessmanniana,Least Concern,22.1409136708003,256.0878514056225
Melastomataceae,Miconia affinis,Least Concern,24.44923477422658,217.6252102253616
Melastomataceae,Miconia ampla,Least Concern,25.26176045776962,216.42027417027418
Melastomataceae,Miconia argentea,Least Concern,24.856625148010743,196.2860791826309
Melastomataceae,Miconia bigibbosa,Near Threatened,20.222644985585973,247.92210144927537
Melastomataceae,Miconia biperulifera,Least Concern,13.407420077824701,205.70091324200914
Melastomataceae,Miconia brenesii,Least Concern,20.815896733083587,252.84103260869566
Melastomataceae,Miconia brevitheca,Least Concern,18.841076707769634,184.93362831858408
Melastomataceae,Miconia caudata,Least Concern,19.60555555794511,187.43055555555554
Melastomataceae,Miconia conomacrantha,,,
Melastomataceae,Miconia conomicrantha,,,
Melastomataceae,Miconia conorufescens,,,
Melastomataceae,Miconia conosetifera,Least Concern,22.08058105112945,282.1330275229358
Melastomataceae,Miconia cooperi,,,
Melastomataceae,Miconia donaeana,,,
Melastomataceae,Miconia durandii,,,
Melastomataceae,Miconia elata,Least Concern,24.733878290295927,233.72774750227066
Melastomataceae,Miconia hondurensis,Least Concern,25.215503861183343,223.3298449612403
Melastomataceae,Miconia lasiopoda,,,
Melastomataceae,Miconia ligulata,,,
Melastomataceae,Miconia lonchophylla,Least Concern,20.35876909683992,196.26851851851853
Melastomataceae,Miconia longifolia,Least Concern,24.922851571192343,212.15104166666666
Melastomataceae,Miconia minutiflora,Least Concern,23.929116244635917,179.86926374180536
Melastomataceae,Miconia multispicata,Least Concern,24.407902305410513,225.7485632183908
Melastomataceae,Miconia nutans,Least Concern,20.869607850305396,233.68300653594773
Melastomataceae,Miconia oerstediana,,,
Melastomataceae,Miconia osaensis,Endangered,25.61602560679118,255.77564102564102
Melastomataceae,Miconia pittieri,Least Concern,14.404305562708112,213.21527777777777
Melastomataceae,Miconia poeppigii,Least Concern,25.415205134000534,195.0794871794872
Melastomataceae,Miconia prasina,Least Concern,24.122866728196904,176.59154982662446
Melastomataceae,Miconia punctata,Least Concern,24.454233240141782,219.4050851970181
Melastomataceae,Miconia schnellii,Least Concern,11.107434648703906,208.82107843137254
Melastomataceae,Miconia simplex,Least Concern,25.32397959670242,259.6547619047619
Melastomataceae,Miconia stevensiana,Least Concern,25.29203289856404,270.6501831501831
Melastomataceae,Miconia theizans,,,
Melastomataceae,Miconia tonduzii,Least Concern,16.357035508084167,215.17827868852459
Melastomataceae,Miconia trinervia,Least Concern,23.97811879200456,230.69219308700835
Melastomataceae,Miconia xalapensis,,,
Chrysobalanaceae,Microdesmia arborea,Least Concern,25.327348223803106,142.97880870561283
Sapotaceae,Micropholis crotonoides,Least Concern,23.129219430408398,284.23523206751054
Sapotaceae,Micropholis guyanensis,Least Concern,25.133853027355077,200.54890497401632
Sapotaceae,Micropholis melinoniana,Least Concern,24.45667937269041,242.91666666666666
Sapotaceae,Micropholis venulosa,Least Concern,25.037882773269192,203.34831583552057
Olacaeae,Minquartia guianensis,Least Concern,25.17844574177437,232.69667090754876
Monimiaceae,Mollinedia costaricensis,Least Concern,22.042280132297602,248.43353783231083
Monimiaceae,Mollinedia viridiflora,Least Concern,21.275008762672496,226.5348755695759
Asteraceae,Montanoa guatemalensis,Least Concern,19.501190463185825,197.26623376623377
Chrysobalanaceae,Moquilea belloi,Vulnerable,24.788333365122476,292.24
Chrysobalanaceae,Moquilea kallunkiae,Near Threatened,23.712777837117514,255.89444444444445
Rubiaceae,Morinda citrifolia,,,
Malvaceae,Mortoniodendron anisophyllum,Least Concern,24.36565040605178,251.38177506775068
Anacardiaceae,Mosquitoxylum jamaicense,Least Concern,23.690016490791496,190.43014301430142
Melastomataceae,Mouriri cyphocarpa,Least Concern,25.18815785960147,251.4078947368421
Melastomataceae,Mouriri gleasoniana,Least Concern,24.73186271726456,251.3314479638009
Melastomataceae,Mouriri myrtilloides,Least Concern,25.195290612239464,188.1810224089636
Melastomataceae,Mouriri tuberculata,Near Threatened,25.112037034682285,266.04938271604937
Myrtaceae,Myrcia amazonica,Least Concern,,
Myrtaceae,Myrcia chytraculia,Least Concern,24.382361098130545,225.0851851851852
Myrtaceae,Myrcia paivae,Least Concern,,
Myrtaceae,Myrcia paulii-jonesii,Endangered,,
Myrtaceae,Myrcia splendens,Least Concern,,
Myrtaceae,Myrcianthes fragrans,Least Concern,,
Myrtaceae,Myrciaria floribunda,Least Concern,23.454259632996994,152.19534595447374
Myricaceae,Myrica phanerodonta,,,
Urticaceae,Myriocarpa longipes,Least Concern,23.7660332839701,206.16890213611526
Urticaceae,Myriocarpa obovata,Least Concern,23.29725949396223,174.61409395973155
Fabaceae,Myrospermum frutescens,Least Concern,25.959099609733084,120.41666666666667
Fabaceae,Myroxylon balsamum,Least Concern,24.48033332529522,174.65309523809523
Primulaceae,Myrsine coriacea,Least Concern,18.097039103238334,149.8356358054613
Primulaceae,Myrsine pellucidopunctata,Least Concern,19.389301787357073,212.08502252252254
Moraceae,Naucleopsis capirensis,Least Concern,21.552184444415143,240.46116504854368
Moraceae,Naucleopsis naga,Least Concern,22.466490615421616,262.9366197183099
Moraceae,Naucleopsis ulei,Least Concern,25.31352459725714,233.47480267152397
Lauraceae,Nectandra cissiflora,Least Concern,22.291027230791528,147.95812706270627
Lauraceae,Nectandra hihua,Least Concern,24.234816494775476,166.5402140672783
Lauraceae,Nectandra hypoleuca,Endangered,25.672777647442288,312.61944444444447
Lauraceae,Nectandra lineata,Least Concern,23.897258300629872,189.5829725829726
Lauraceae,Nectandra membranacea,Least Concern,21.234818254855085,168.26108156028369
Lauraceae,Nectandra ramonensis,Near Threatened,21.67403842241336,221.32371794871796
Lauraceae,Nectandra reticulata,Least Concern,21.2340534940178,149.9218106995885
Lauraceae,Nectandra turbacensis,Least Concern,24.65082125087867,156.42149758454107
Nyctaginaceae,Neea amplifolia,Least Concern,24.64404007629,237.9915611814346
Nyctaginaceae,Neea elegans,,,
Nyctaginaceae,Neea psychotrioides,Least Concern,24.690107333891834,172.9955033362344
Sapindaceae,Nephelium lappaceum,,,
Malvaceae,Ochroma pyramidale,Least Concern,24.527805512029673,205.57929148834998
Lauraceae,Ocotea atirrensis,Least Concern,23.197103175032076,261.13425925925924
Lauraceae,Ocotea austinii,Least Concern,15.00515463507872,229.47164948453607
Lauraceae,Ocotea dentata,Least Concern,23.04646465995095,254.43560606060606
Lauraceae,Ocotea endresiana,Least Concern,21.207882905865574,251.51576576576576
Lauraceae,Ocotea floribunda,Least Concern,21.995177247366616,186.80845262440354
Lauraceae,Ocotea fulvescens,Endangered,10.02833333015442,187.3
Lauraceae,Ocotea hartshorniana,Least Concern,24.769848387169116,294.6166666666667
Lauraceae,Ocotea holdridgeana,Vulnerable,16.261111127005684,247.58680555555557
Lauraceae,Ocotea insularis,Least Concern,21.850494018644948,229.77457098283932
Lauraceae,Ocotea laetevirens,Least Concern,22.492378045872943,249.96138211382114
Lauraceae,Ocotea leptobotra,Least Concern,24.07347789909356,190.34888304862022
Lauraceae,Ocotea leucoxylon,Least Concern,23.332229891261836,214.16494252873562
Lauraceae,Ocotea macrophylla,Least Concern,20.710458166254153,167.5335325365206
